名称,面积,朝向,户型,位置,楼层,是否有电梯,建成时间, 门锁,绿化
自如友家·远洋万和四季·5居室-06卧,15.8㎡,朝南,5室1厅,"
小区距2号线汉口火车站站步行约1216米
 ",7/38,有,2022年建成,智能门锁,35%
自如友家·凯乐桂园·3居室-01卧,10.1㎡,朝南,3室2厅,"
小区距2号线虎泉站步行约190米
 ",8/30,有,2019年建成,智能门锁,40%
自如友家·金沙泊岸·3居室-02卧,10.5㎡,朝南,3室1厅,"
小区距4号线东亭站步行约770米
 ",3/28,有,2018年建成,智能门锁,39%
自如友家·光谷中心花园·5居室-02卧,14.4㎡,朝南,5室1厅,"
小区距2号线光谷广场站步行约580米
 ",32/33,有,2007年建成,智能门锁,38%
自如友家·复地东湖国际二期·4居室-01卧,12.92㎡,朝南,4室1厅,"
小区距8号线中南医院站步行约248米
 ",4/32,有,2010年建成,智能门锁,35%
自如友家·滨湖名都城·4居室-05卧,18.5㎡,朝南,4室1厅,"
小区距4号线梅苑小区站步行约1009米
 ",5/12,有,2005年建成,智能门锁,35%
自如友家·磨山港湾·4居室-05卧,16.3㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约794米
 ",37/45,有,2017年建成,智能门锁,25%
自如友家·政通壹公馆·3居室-03卧,11.4㎡,朝南,3室1厅,"
小区距7号线武昌火车站站步行约275米
 ",17/20,有,2020年建成,智能门锁,30%
自如友家·统建新干线·4居室-01卧,12.9㎡,朝南,4室1厅,"
小区距1号线堤角站步行约409米
 ",9/33,有,2015年建成,智能门锁,35%
自如友家·统建新干线·4居室-01卧,14.7㎡,朝南,4室1厅,"
小区距1号线堤角站步行约432米
 ",25/31,有,2015年建成,智能门锁,35%
自如友家·新华尚水湾·4居室-05卧,12㎡,朝南,4室1厅,"
小区距1号线汉西一路站步行约424米
 ",23/44,有,2021年建成,智能门锁,30%
自如友家·南国中心·4居室-02卧,13㎡,朝南,4室1厅,"
小区距2号线循礼门站步行约568米
 ",12/31,有,2016年建成,智能门锁,24%
自如友家·保利公园九里·5居室-06卧,13.8㎡,朝东,5室1厅,"
小区距7号线建安街站步行约666米
 ",8/34,有,2017年建成,智能门锁,35%
自如友家·卧龙剑桥春天·4居室-02卧,14.66㎡,朝南,4室1厅,"
小区距2号线光谷大道站步行约240米
 ",4/6,无,2004年建成,智能门锁,35%
自如友家·常青花园四小区·4居室-01卧,17.48㎡,朝南,4室1厅,"
小区距6号线轻工大学站步行约913米
 ",5/6,无,2000年建成,智能门锁,40%
自如友家·银海华庭·5居室-06卧,21.3㎡,朝南,5室1厅,"
小区距8号线小洪山站步行约822米
 ",19/31,有,2003年建成,智能门锁,45%
自如友家·珞珈雅苑·4居室-05卧,16.7㎡,朝南,4室1厅,"
小区距8号线文昌路站步行约844米
 ",19/32,有,2015年建成,智能门锁,39%
自如友家·东湖景园A区·4居室-01卧,14.1㎡,朝南,4室1厅,"
小区距4号线铁机路站步行约929米
 ",14/32,有,2011年建成,智能门锁,35%
自如友家·香江花园一二期·4居室-05卧,18.8㎡,朝北,4室1厅,"
小区距6号线唐家墩站步行约456米
 ",4/7,无,1997年建成,智能门锁,38%
自如友家·复地东湖国际五期·4居室-01卧,14.01㎡,朝南,4室1厅,"
小区距4号线青鱼嘴站步行约562米
 ",15/33,有,2014年建成,智能门锁,35%
自如友家·翰林尚苑·4居室-01卧,11.2㎡,朝南,4室1厅,"
小区距7号线新路村站步行约163米
 ",22/24,有,2020年建成,智能门锁,30%
自如友家·凯旋名邸·4居室-01卧,15.56㎡,朝南,4室1厅,"
小区距7号线武昌火车站站步行约1229米
 ",4/24,有,2010年建成,智能门锁,36%
自如友家·江山如画五期·4居室-05卧,12.8㎡,朝北,4室1厅,"
小区距6号线武胜路站步行约363米
 ",25/31,有,2016年建成,智能门锁,38%
自如友家·磨山港湾·4居室-01卧,14.9㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约596米
 ",38/45,有,2017年建成,智能门锁,25%
自如友家·常青花园五小区·4居室-05卧,14.9㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约317米
 ",17/28,有,2006年建成,智能门锁,40%
自如友家·中国铁建1818中心·3居室-01卧,9㎡,朝南,3室1厅,"
小区距4号线楚河汉街站步行约237米
 ",20/43,有,2015年建成,智能门锁,31%
自如友家·王家湾中央生活区·4居室-05卧,14.2㎡,朝南,4室1厅,"
小区距3号线王家湾站步行约533米
 ",5/32,有,2016年建成,智能门锁,40%
自如友家·安顺星苑·3居室-03卧,14.44㎡,朝北,3室1厅,"
小区距4号线楚河汉街站步行约553米
 ",3/12,有,2003年建成,智能门锁,35%
自如友家·统建新干线·4居室-05卧,14.45㎡,朝南,4室1厅,"
小区距1号线堤角站步行约389米
 ",6/33,有,2015年建成,智能门锁,35%
自如友家·华锦花园·3居室-01卧,20.47㎡,朝北,3室1厅,"
小区距7号线建安街站步行约608米
 ",3/7,无,2000年建成,智能门锁,37%
自如友家·江山如画二期·3居室-01卧,13.2㎡,朝西,3室1厅,"
小区距6号线武胜路站步行约330米
 ",6/23,有,2014年建成,智能门锁,暂无数据
自如友家·欧洲花园·5居室-06卧,21.7㎡,朝东,5室1厅,"
小区距8号线徐东站步行约480米
 ",6/8,无,2002年建成,智能门锁,30%
自如友家·塔子湖兴隆苑·3居室-01卧,14.1㎡,朝南,3室1厅,"
小区距8号线塔子湖站步行约285米
 ",24/30,有,2013年建成,智能门锁,30%
自如友家·统建锦绣江南·4居室-05卧,18.67㎡,朝南,4室1厅,"
小区距8号线中南医院站步行约1207米
 ",26/32,有,2010年建成,智能门锁,36%
自如友家·地铁时代常青城·4居室-05卧,14.5㎡,朝西,4室1厅,"
小区距2号线常青城站步行约735米
 ",3/16,有,2017年建成,智能门锁,30%
自如友家·沙湖明珠·5居室-06卧,17.7㎡,朝南,5室1厅,"
小区距7号线新河街站步行约861米
 ",33/33,有,2018年建成,智能门锁,5%
自如友家·汉口城市广场·5居室-02卧,12.5㎡,朝南,5室1厅,"
小区距3号线后湖大道站步行约678米
 ",23/33,有,2018年建成,智能门锁,35%
自如友家·王家湾中央生活区·3居室-03卧,16.1㎡,朝南,3室1厅,"
小区距3号线王家湾站步行约750米
 ",21/33,有,2016年建成,智能门锁,40%
自如友家·碧桂园云玺·4居室-05卧,13㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约454米
 ",23/30,有,2021年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-05卧,13㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约454米
 ",15/30,有,2021年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-05卧,13㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约454米
 ",15/30,有,2021年建成,智能门锁,30%
自如友家·红光鹏程苑·4居室-01卧,11.4㎡,朝南,4室1厅,"
小区距4号线七里庙站步行约394米
 ",5/33,有,2015年建成,智能门锁,20%
自如友家·华大家园·4居室-05卧,19㎡,朝北,4室1厅,"
小区距8号线文昌路站步行约1053米
 ",19/25,有,2009年建成,智能门锁,30%
自如友家·华乐花园·3居室-03卧,16.4㎡,朝北,3室1厅,"
小区距2号线光谷大道站步行约300米
 ",5/6,无,2006年建成,智能门锁,38%
自如友家·时代新世界·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距3号线双墩站步行约637米
 ",42/45,有,2018年建成,智能门锁,33%
自如友家·新都汇·4居室-01卧,15.3㎡,朝南,4室1厅,"
小区距2号线光谷广场站步行约1068米
 ",9/32,有,2008年建成,智能门锁,37%
自如友家·石桥花园A区·4居室-05卧,14.4㎡,朝南,4室1厅,"
小区距6号线石桥站步行约908米
 ",6/33,有,2009年建成,智能门锁,30%
自如友家·安顺星苑·5居室-06卧,23.07㎡,朝北,5室1厅,"
小区距4号线楚河汉街站步行约493米
 ",3/12,有,2003年建成,智能门锁,35%
自如友家·友谊国际·4居室-01卧,14.3㎡,朝南,4室1厅,"
小区距2号线螃蟹岬站步行约402米
 ",14/19,有,2007年建成,智能门锁,32%
自如友家·米兰映象·4居室-01卧,14.68㎡,朝南,4室1厅,"
小区距2号线珞雄路站步行约477米
 ",30/33,有,2012年建成,智能门锁,35%
自如友家·阳光城十里新城·5居室-06卧,17.2㎡,朝东,5室1厅,"
小区距3号线王家湾站步行约546米
 ",3/32,有,2015年建成,智能门锁,35%
自如友家·王家湾中央生活区·3居室-03卧,13.65㎡,朝南,3室1厅,"
小区距3号线王家湾站步行约712米
 ",29/32,有,2016年建成,智能门锁,40%
自如友家·凯乐桂园·3居室-03卧,14.8㎡,朝北,3室2厅,"
小区距2号线虎泉站步行约378米
 ",23/30,有,2019年建成,智能门锁,40%
自如友家·王家湾中央生活区·4居室-05卧,11.56㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约626米
 ",8/31,有,2016年建成,智能门锁,40%
自如友家·时代新世界·5居室-06卧,14㎡,朝南,5室1厅,"
小区距3号线双墩站步行约531米
 ",6/46,有,2018年建成,智能门锁,33%
自如友家·世纪江尚·4居室-01卧,16.4㎡,朝东,4室1厅,"
小区距2号线江汉路站步行约663米
 ",11/57,有,2016年建成,智能门锁,25%
自如友家·常青花园恒大御景·4居室-01卧,11.9㎡,朝南,4室1厅,"
小区距2号线常青花园站步行约259米
 ",19/32,有,2021年建成,智能门锁,30%
自如友家·楚天都市雅园·5居室-01卧,15.6㎡,朝南,5室1厅,"
小区距8号线岳家嘴站步行约751米
 ",11/45,有,2016年建成,智能门锁,35%
自如友家·美联奥林匹克花园六期·5居室-01卧,13.72㎡,朝南,5室1厅,"
小区距2号线金银潭站步行约967米
 ",20/34,有,2020年建成,智能门锁,30%
自如友家·锦绣人家·4居室-01卧,19.2㎡,朝南,4室1厅,"
小区距2号线长港路站步行约803米
 ",12/12,有,2006年建成,智能门锁,43%
自如友家·联想江城雅居·4居室-05卧,16.8㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约1684米
 ",21/32,有,2020年建成,智能门锁,35%
自如友家·磨山港湾·3居室-03卧,14.6㎡,朝南,3室1厅,"
小区距4号线玉龙路站步行约556米
 ",17/32,有,2017年建成,智能门锁,25%
自如友家·融创融公馆·5居室-02卧,11.6㎡,朝南,5室1厅,"
小区距6号线杨汊湖站步行约500米
 ",8/18,有,2018年建成,智能门锁,35%
自如友家·统建天成美景·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约370米
 ",20/33,有,2017年建成,智能门锁,35%
自如友家·统建锦绣江南·5居室-06卧,20.2㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约973米
 ",8/18,有,2010年建成,智能门锁,36%
自如友家·光明上海公馆·5居室-02卧,12.7㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约577米
 ",11/34,有,2014年建成,智能门锁,35%
自如友家·融科天城一期·4居室-05卧,15.9㎡,朝南,4室1厅,"
小区距1号线大智路站步行约495米
 ",30/30,有,2008年建成,智能门锁,40%
自如友家·新世纪都市花园沁园春·4居室-01卧,16.4㎡,朝南,4室1厅,"
小区距2号线范湖站步行约609米
 ",8/11,有,2004年建成,智能门锁,33%
自如友家·美联奥林匹克花园六期·4居室-01卧,12.64㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约472米
 ",9/26,有,2020年建成,智能门锁,30%
自如友家·远洋东方境世界观·5居室-01卧,14.5㎡,朝南,5室1厅,"
小区距4号线汉阳火车站站步行约693米
 ",12/56,有,2021年建成,智能门锁,30%
自如友家·百步亭金桥汇II期·5居室-01卧,17.4㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约1125米
 ",22/46,有,2016年建成,智能门锁,35%
自如友家·汉口春天·4居室-01卧,15.6㎡,朝南,4室1厅,"
小区距1号线古田三路站步行约669米
 ",19/22,有,2007年建成,智能门锁,40%
自如友家·碧桂园云境·4居室-05卧,18.5㎡,朝南,4室1厅,"
小区距11号线光谷生物园站步行约1765米
 ",32/34,有,2021年建成,智能门锁,40%
自如友家·凤凰花园一期·4居室-05卧,16.5㎡,朝南,4室1厅,"
小区距2号线藏龙东街站步行约1143米
 ",3/6,无,2007年建成,智能门锁,35%
自如友家·三金鑫城国际聚福苑·4居室-01卧,15.68㎡,朝南,4室1厅,"
小区距2号线范湖站步行约779米
 ",29/31,有,2012年建成,智能门锁,32%
自如友家·中粮·光谷祥云·4居室-01卧,约13.3㎡,朝南,4室1厅,"
小区距11号线光谷生物园站步行约387米
 ",24/34,有,2022年建成,普通门锁,35%
自如友家·佳兆业广场天御·4居室-01卧,14.4㎡,朝南,4室1厅,"
小区距4号线梅苑小区站步行约949米
 ",5/45,有,2021年建成,智能门锁,30%
自如友家·凯乐桂园·3居室-03卧,12㎡,朝南,3室1厅,"
小区距2号线虎泉站步行约589米
 ",28/30,有,2019年建成,智能门锁,40%
自如友家·凯旋名居·5居室-06卧,15.4㎡,朝南,5室1厅,"
小区距2号线金银潭站步行约1029米
 ",3/33,有,2013年建成,智能门锁,35%
自如友家·福星惠誉东湖城二期·5居室-06卧,14.5㎡,朝南,5室1厅,"
小区距4号线园林路站步行约935米
 ",4/33,有,2018年建成,智能门锁,35%
自如友家·金梭花园·7居室-01卧,17.5㎡,朝北,7室1厅,"
小区距2号线光谷大道站步行约853米
 ",6/6,无,2002年建成,智能门锁,22%
自如友家·凤凰花园一期·5居室-06卧,19.5㎡,朝南,5室1厅,"
小区距2号线藏龙东街站步行约1082米
 ",4/6,无,2007年建成,智能门锁,35%
自如友家·中建东湖锦城·4居室-01卧,14㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约834米
 ",25/33,有,2018年建成,智能门锁,30%
自如友家·中建御景星城·5居室-02卧,13㎡,朝北,5室1厅,"
小区距3号线宗关站步行约965米
 ",43/47,有,2017年建成,智能门锁,35%
自如友家·融创融公馆·4居室-05卧,14.3㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约524米
 ",25/34,有,2018年建成,智能门锁,35%
自如友家·尚文创业城·5居室-01卧,16.2㎡,朝南,5室1厅,"
小区距2号线杨家湾站步行约543米
 ",5/7,无,2002年建成,智能门锁,38%
自如友家·东立国际·4居室-05卧,15.62㎡,朝南,4室1厅,"
小区距1号线二七路站步行约693米
 ",9/19,有,2007年建成,智能门锁,40%
自如友家·石桥花园A区·4居室-02卧,14.73㎡,朝南,4室1厅,"
小区距6号线石桥站步行约908米
 ",32/33,有,2009年建成,智能门锁,30%
自如友家·融科天城二期·4居室-01卧,12.1㎡,朝南,4室1厅,"
小区距1号线大智路站步行约341米
 ",6/32,有,2012年建成,智能门锁,41%
自如友家·统建天成美景·4居室-01卧,15.1㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约506米
 ",31/33,有,2017年建成,智能门锁,35%
自如友家·百花居·4居室-02卧,14.5㎡,朝南,4室1厅,"
小区距2号线小龟山站步行约448米
 ",5/11,有,2006年建成,智能门锁,34%
自如友家·东辉花园·4居室-02卧,13.8㎡,朝北,4室1厅,"
小区距1号线硚口路站步行约388米
 ",7/11,有,2004年建成,智能门锁,37%
自如友家·保利华都·4居室-05卧,16.61㎡,朝南,4室1厅,"
小区距2号线杨家湾站步行约810米
 ",22/33,有,2012年建成,智能门锁,30%
自如友家·保利公园九里五期·4居室-05卧,12.1㎡,朝南,4室1厅,"
小区距7号线建安街站步行约451米
 ",9/33,有,2018年建成,智能门锁,35%
自如友家·泷悦华府·5居室-03卧,17㎡,朝南,5室1厅,"
小区距2号线光谷大道站步行约1992米
 ",3/5,无,2019年建成,智能门锁,24%
自如友家·磨山港湾·4居室-05卧,15.5㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约686米
 ",32/32,有,2017年建成,智能门锁,25%
自如友家·纽宾凯公园里·4居室-01卧,10.9㎡,朝南,4室1厅,"
小区距4号线十里铺站步行约224米
 ",19/46,有,2020年建成,智能门锁,18%
自如友家·王家湾中央生活区·4居室-05卧,14.9㎡,朝南,4室1厅,"
小区距3号线王家湾站步行约533米
 ",15/29,有,2016年建成,智能门锁,40%
自如友家·竹苑小区·5居室-06卧,21.5㎡,朝南,5室1厅,"
小区距2号线街道口站步行约614米
 ",6/7,无,1999年建成,智能门锁,40%
自如友家·千禧城·4居室-01卧,14.74㎡,朝南,4室1厅,"
小区距1号线古田三路站步行约805米
 ",22/46,有,2019年建成,智能门锁,55%
自如友家·天久云门·4居室-02卧,13.9㎡,朝北,4室1厅,"
小区距7号线瑞安街站步行约167米
 ",18/18,有,2009年建成,智能门锁,35%
自如友家·东立国际·3居室-01卧,13.67㎡,朝南,3室1厅,"
小区距3号线罗家庄站步行约494米
 ",7/18,有,2007年建成,智能门锁,40%
自如友家·福星惠誉榜YOUNG·3居室-03卧,13.5㎡,朝南,3室1厅,"
小区距21号线(阳逻线)新荣客运站站步行约529米
 ",21/39,有,2017年建成,智能门锁,30%
自如友家·地铁汉阳城·3居室-01卧,12.1㎡,朝南,3室1厅,"
小区距4号线汉阳火车站站步行约99米
 ",18/33,有,2019年建成,智能门锁,32%
自如友家·中建光谷之星·6居室-07卧,16.6㎡,朝南,6室1厅,"
小区距11号线豹澥站步行约936米
 ",6/20,有,2019年建成,智能门锁,30%
自如友家·融创融公馆·4居室-05卧,13.6㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约473米
 ",2/18,有,2018年建成,智能门锁,35%
自如友家·伟鹏苑·6居室-02卧,14.6㎡,朝南,6室1厅,"
小区距4号线青鱼嘴站步行约842米
 ",4/13,有,2001年建成,智能门锁,47%
自如友家·领秀城·4居室-05卧,18㎡,朝南,4室1厅,"
小区距2号线杨家湾站步行约945米
 ",19/32,有,2008年建成,智能门锁,42%
自如友家·华乐花园·4居室-05卧,21.93㎡,朝北,4室1厅,"
小区距2号线光谷大道站步行约492米
 ",6/12,有,2006年建成,智能门锁,38%
自如友家·国创光谷上城·4居室-05卧,14.5㎡,朝南,4室1厅,"
小区距11号线湖口站步行约540米
 ",29/33,有,2016年建成,智能门锁,35%
自如友家·琨瑜府一期·4居室-01卧,13.2㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约765米
 ",3/58,有,2019年建成,智能门锁,30%
自如友家·紫菘逸景华庭·5居室-02卧,19.92㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约1487米
 ",2/30,有,2009年建成,智能门锁,36%
自如友家·百瑞景中央生活区四期·4居室-01卧,15.67㎡,朝南,4室1厅,"
小区距2号线宝通寺站步行约1201米
 ",14/48,有,2015年建成,智能门锁,36%
自如友家·融创融公馆·4居室-01卧,13.99㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约473米
 ",2/18,有,2018年建成,智能门锁,35%
自如友家·百步亭长青壹号·4居室-01卧,约13㎡,朝南,4室1厅,"
小区距2号线常青花园站步行约288米
 ",17/32,有,2019年建成,智能门锁,30%
自如友家·江南明珠园·4居室-01卧,14.6㎡,朝南,4室1厅,"
小区距5号线三层楼站步行约515米
 ",3/11,有,2004年建成,智能门锁,49%
自如友家·南国中心·4居室-05卧,12㎡,朝南,4室1厅,"
小区距2号线循礼门站步行约568米
 ",9/47,有,2016年建成,智能门锁,24%
自如友家·金梭花园·7居室-03卧,19.2㎡,朝南,7室1厅,"
小区距2号线光谷大道站步行约853米
 ",6/6,无,2002年建成,智能门锁,22%
自如友家·康园小区·3居室-03卧,14.4㎡,朝东,3室1厅,"
小区距2号线光谷广场站步行约762米
 ",21/31,有,2018年建成,智能门锁,28%
自如友家·凯旋名居·4居室-01卧,13.23㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约1029米
 ",10/33,有,2013年建成,智能门锁,35%
自如友家·江山如画一期·4居室-05卧,20.1㎡,朝东,4室1厅,"
小区距6号线武胜路站步行约658米
 ",6/26,有,2005年建成,智能门锁,20%
自如友家·金地艺境·5居室-06卧,20.04㎡,朝南,5室1厅,"
小区距2号线藏龙东街站步行约1271米
 ",7/33,有,2016年建成,智能门锁,36%
自如友家·世纪江尚·4居室-05卧,14.5㎡,朝南,4室1厅,"
小区距2号线江汉路站步行约544米
 ",56/57,有,2016年建成,智能门锁,25%
自如友家·世纪江尚·4居室-05卧,14.5㎡,朝南,4室1厅,"
小区距2号线江汉路站步行约544米
 ",23/57,有,2016年建成,智能门锁,25%
自如友家·姚家岭新城·4居室-05卧,14.1㎡,朝南,4室1厅,"
小区距2号线螃蟹岬站步行约952米
 ",42/45,有,2018年建成,智能门锁,20%
自如友家·统建锦绣江南·4居室-01卧,16㎡,朝南,4室1厅,"
小区距8号线省博湖北日报站步行约923米
 ",18/32,有,2010年建成,智能门锁,36%
自如友家·名都花园·4居室-01卧,18.5㎡,朝南,4室1厅,"
小区距2号线虎泉站步行约1250米
 ",9/11,有,2006年建成,智能门锁,50%
自如友家·金地自在城·4居室-01卧,13.23㎡,朝南,4室1厅,"
小区距4号线园林路站步行约452米
 ",25/34,有,2020年建成,智能门锁,31%
自如友家·银海雅苑·3居室-01卧,13.2㎡,朝南,3室1厅,"
小区距2号线广埠屯站步行约439米
 ",3/33,有,2015年建成,智能门锁,35%
自如友家·常青花园四小区·4居室-01卧,18.9㎡,朝西,4室1厅,"
小区距6号线轻工大学站步行约1020米
 ",1/6,无,2000年建成,智能门锁,40%
自如友家·阳光城央座·3居室-01卧,11.8㎡,朝南,3室1厅,"
小区距3号线香港路站步行约30米
 ",24/31,有,2018年建成,智能门锁,25%
自如友家·凤凰花园三期·5居室-02卧,25.88㎡,朝南,5室1厅,"
小区距2号线藏龙东街站步行约780米
 ",6/6,无,2007年建成,智能门锁,31%
自如友家·金地自在城·4居室-01卧,13.8㎡,朝南,4室1厅,"
小区距4号线园林路站步行约475米
 ",24/29,有,2020年建成,智能门锁,31%
自如友家·绿地国际金融城一期·4居室-02卧,13.7㎡,朝南,4室1厅,"
小区距5号线三角路站步行约246米
 ",5/48,有,2013年建成,智能门锁,30%
自如友家·汉口城市广场·5居室-01卧,14.5㎡,朝南,5室1厅,"
小区距3号线后湖大道站步行约678米
 ",23/33,有,2018年建成,智能门锁,35%
自如友家·琨瑜府一期·5居室-06卧,17.3㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约1007米
 ",3/12,有,2019年建成,智能门锁,30%
自如友家·当代东湖壹号·5居室-06卧,17.57㎡,朝东,5室1厅,"
小区距8号线中南医院站步行约1065米
 ",6/25,有,2012年建成,智能门锁,35%
自如友家·常青花园五小区·4居室-02卧,12.24㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约284米
 ",21/28,有,2006年建成,智能门锁,40%
自如友家·保利花园三期·4居室-01卧,14.83㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约1166米
 ",9/11,有,2007年建成,智能门锁,35%
自如友家·地铁汉阳城·4居室-01卧,9.6㎡,朝南,4室1厅,"
小区距4号线汉阳火车站站步行约144米
 ",8/31,有,2019年建成,智能门锁,32%
自如友家·汉阳人信汇四期天誉·4居室-05卧,11.3㎡,朝东,4室1厅,"
小区距3号线龙阳村站步行约308米
 ",39/45,有,2018年建成,智能门锁,35%
自如友家·顶琇国际城·4居室-05卧,13.04㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约345米
 ",15/47,有,2016年建成,智能门锁,25%
自如友家·保利中央公馆·4居室-05卧,17.1㎡,朝南,4室1厅,"
小区距8号线文昌路站步行约925米
 ",4/34,有,2012年建成,智能门锁,35%
自如友家·惠西小区·3居室-01卧,15.3㎡,朝南,3室1厅,"
小区距3号线香港路站步行约271米
 ",4/8,有,1996年建成,智能门锁,31%
自如友家·星星新城·4居室-01卧,15.1㎡,朝南,4室1厅,"
小区距8号线小洪山站步行约605米
 ",15/32,有,2007年建成,智能门锁,25%
自如友家·金地自在城·4居室-05卧,12.01㎡,朝南,4室1厅,"
小区距4号线园林路站步行约464米
 ",17/47,有,2020年建成,智能门锁,31%
自如友家·保利花园·4居室-01卧,16.6㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约1369米
 ",9/11,有,2004年建成,智能门锁,35%
自如友家·新地盛世东方·4居室-05卧,14.89㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约588米
 ",18/18,有,2013年建成,智能门锁,35%
自如友家·东方花城·4居室-05卧,15㎡,朝南,4室1厅,"
小区距1号线古田三路站步行约893米
 ",2/6,无,2004年建成,智能门锁,49%
自如友家·英特小区·4居室-03卧,15.4㎡,朝南,4室1厅,"
小区距8号线岳家嘴站步行约755米
 ",4/6,无,2001年建成,智能门锁,32%
自如友家·名都花园·5居室-01卧,19㎡,朝南,5室1厅,"
小区距2号线虎泉站步行约1207米
 ",1/11,有,2006年建成,智能门锁,50%
自如友家·东方帝园·3居室-01卧,17.3㎡,朝北,3室1厅,"
小区距2号线汉口火车站站步行约643米
 ",8/11,有,2003年建成,智能门锁,35%
自如友家·长航蓝晶绿洲一二期·4居室-01卧,14.8㎡,朝南,4室1厅,"
小区距4号线铁机路站步行约800米
 ",14/18,有,2015年建成,智能门锁,41%
自如友家·金地自在城·4居室-05卧,13.5㎡,朝南,4室1厅,"
小区距4号线仁和路站步行约691米
 ",10/27,有,2020年建成,智能门锁,31%
自如友家·碧桂园云玺·4居室-05卧,13.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约712米
 ",12/24,有,2021年建成,智能门锁,30%
自如友家·国际百纳·3居室-03卧,11㎡,朝南,3室1厅,"
小区距8号线中一路站步行约176米
 ",16/46,有,2015年建成,智能门锁,35%
自如友家·融侨锦江·3居室-03卧,13.8㎡,朝南,3室1厅,"
小区距3号线宗关站步行约649米
 ",19/40,有,2014年建成,智能门锁,34%
自如友家·学府鑫苑·3居室-01卧,14.6㎡,朝南,3室1厅,"
小区距2号线街道口站步行约606米
 ",27/31,有,2017年建成,智能门锁,30%
自如友家·世纪彩城·6居室-01卧,11.65㎡,朝南,6室1厅,"
小区距4号线东亭站步行约495米
 ",11/12,有,2010年建成,智能门锁,36%
自如友家·碧桂园云境·4居室-05卧,16.3㎡,朝南,4室1厅,"
小区距11号线光谷生物园站步行约1360米
 ",22/34,有,2021年建成,智能门锁,40%
自如友家·汇悦天地·5居室-01卧,16.5㎡,朝南,5室1厅,"
小区距3号线市民之家站步行约885米
 ",3/9,有,2016年建成,智能门锁,35%
自如友家·中建东湖锦城·4居室-01卧,14.8㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约834米
 ",4/33,有,2018年建成,智能门锁,30%
自如友家·保利心语九期·4居室-05卧,14.53㎡,朝西南,4室1厅,"
小区距7号线板桥站步行约718米
 ",14/33,有,2014年建成,智能门锁,36%
自如友家·盛景天地盛景国际·3居室-03卧,16.5㎡,朝南,3室1厅,"
小区距8号线竹叶山站步行约838米
 ",15/26,有,2018年建成,智能门锁,30%
自如友家·钰龙湾丰园·4居室-02卧,11.8㎡,朝南,4室1厅,"
小区距4号线七里庙站步行约505米
 ",36/45,有,2018年建成,智能门锁,25%
自如友家·三金雄楚天地·3居室-02卧,10.1㎡,朝西南,3室1厅,"
小区距2号线杨家湾站步行约39米
 ",21/30,有,2016年建成,智能门锁,31%
自如友家·凯乐桂园·5居室-01卧,11.1㎡,朝南,5室1厅,"
小区距2号线虎泉站步行约190米
 ",24/30,有,2019年建成,智能门锁,40%
自如友家·五里汉城·3居室-01卧,17.3㎡,朝南,3室1厅,"
小区距4号线汉阳火车站站步行约939米
 ",5/6,无,2005年建成,智能门锁,32%
自如友家·复地东湖国际七期·4居室-05卧,13.49㎡,朝南,4室1厅,"
小区距8号线中南医院站步行约290米
 ",12/32,有,2017年建成,智能门锁,35%
自如友家·保利华都·4居室-02卧,15.6㎡,朝东南,4室1厅,"
小区距2号线杨家湾站步行约466米
 ",16/18,有,2012年建成,智能门锁,30%
自如友家·保利花园·4居室-01卧,18.5㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约1064米
 ",15/23,有,2004年建成,智能门锁,35%
